drug_chembl_id,drug_name,target_chembl_id,target_name,mechanism,action_type
CHEMBL1200774,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1200878,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1200975,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1201148,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL2040682,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL989,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1152,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1370,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL384467,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1497,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1650,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1200617,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1364144,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1200953,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1201012,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1473,,CHEMBL2034,,Glucocorticoid receptor agonist,AGONIST
CHEMBL1276308,,CHEMBL2034,,Glucocorticoid receptor antagonist,ANTAGONIST
CHEMBL853,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL929,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL1460,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL1486,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL885,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL223228,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL129,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL4303288,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL57,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL991,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL1628504,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL308954,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL141,,CHEMBL247,,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,INHIBITOR
CHEMBL1201142,,CHEMBL2039,,Monoamine oxidase B inhibitor,INHIBITOR
CHEMBL1200904,,CHEMBL2039,,Monoamine oxidase B inhibitor,INHIBITOR
CHEMBL972,,CHEMBL2039,,Monoamine oxidase B inhibitor,INHIBITOR
CHEMBL1201571,,CHEMBL2040,,T-cell surface antigen CD2 inhibitor,INHIBITOR
CHEMBL1201733,,CHEMBL258,,Tyrosine-protein kinase LCK inhibitor,INHIBITOR
CHEMBL404271,,CHEMBL2045,,Pancreatic alpha-amylase inhibitor,INHIBITOR
CHEMBL1551,,CHEMBL2047,,Bile acid receptor FXR agonist,AGONIST
CHEMBL240597,,CHEMBL2047,,Bile acid receptor FXR agonist,AGONIST
CHEMBL395429,,CHEMBL2049,,Oxytocin receptor agonist,AGONIST
CHEMBL1200340,,CHEMBL2051,,Neuraminidase inhibitor,INHIBITOR
CHEMBL222813,,CHEMBL2051,,Neuraminidase inhibitor,INHIBITOR
CHEMBL535396,,CHEMBL2052,,Influenza virus A matrix protein M2 inhibitor,INHIBITOR
CHEMBL1201746,,CHEMBL202,,Dihydrofolate reductase inhibitor,INHIBITOR
CHEMBL3244648,,CHEMBL202,,Dihydrofolate reductase inhibitor,INHIBITOR
CHEMBL2360464,,CHEMBL202,,Dihydrofolate reductase inhibitor,INHIBITOR
CHEMBL1026,,CHEMBL2056,,Dopamine D1 receptor agonist,AGONIST
CHEMBL1200843,,CHEMBL2056,,Dopamine D1 receptor antagonist,ANTAGONIST
CHEMBL1029,,CHEMBL2063,,Ceramide glucosyltransferase inhibitor,INHIBITOR
CHEMBL1421,,CHEMBL2068,,Ephrin type-A receptor 2 inhibitor,INHIBITOR
CHEMBL1201477,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL786,,CHEMBL206,,Estrogen receptor alpha modulator,MODULATOR
CHEMBL1405,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL135,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL1200430,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL1511,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL3185958,,CHEMBL206,,Estrogen receptor alpha modulator,MODULATOR
CHEMBL691,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL1018,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL1200973,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL1200980,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL1201151,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL411,,CHEMBL206,,Estrogen receptor alpha agonist,AGONIST
CHEMBL1200749,,CHEMBL2072,,Sodium channel protein type IV alpha subunit blocker,BLOCKER
CHEMBL1098,,CHEMBL2072,,Sodium channel protein type IV alpha subunit blocker,BLOCKER
CHEMBL1200396,,CHEMBL2072,,Sodium channel protein type IV alpha subunit blocker,BLOCKER
CHEMBL1404,,CHEMBL2072,,Sodium channel protein type IV alpha subunit blocker,BLOCKER
CHEMBL1561,,CHEMBL2074,,Maltase-glucoamylase inhibitor,INHIBITOR
CHEMBL404271,,CHEMBL2074,,Maltase-glucoamylase inhibitor,INHIBITOR
CHEMBL1201483,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL2110368,,CHEMBL222,,Norepinephrine transporter substrate,SUBSTRATE
CHEMBL1118,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1201535,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1237135,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL3184143,,CHEMBL222,,Norepinephrine transporter substrate,SUBSTRATE
CHEMBL1574,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1628234,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1696,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1095292,,CHEMBL222,,Norepinephrine transporter substrate,SUBSTRATE
CHEMBL1345,,CHEMBL222,,Norepinephrine transporter substrate,SUBSTRATE
CHEMBL1702,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200912,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL3544906,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1201735,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1201728,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL904,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL612,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1200782,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL3544971,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL3989844,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1693,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200483,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200377,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL3989845,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1113,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL501,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1200328,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL405,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL3989855,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1200964,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200332,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200387,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1698,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL4297064,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL796,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1722,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200492,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1201156,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1201023,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200395,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200724,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL2062163,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1200695,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1201777,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1692,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1201178,,CHEMBL222,,Norepinephrine transporter releasing agent,RELEASING AGENT
CHEMBL1200948,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL1201066,,CHEMBL222,,Norepinephrine transporter inhibitor,INHIBITOR
CHEMBL18442,,CHEMBL2107,,C-X-C chemokine receptor type 4 partial agonist,PARTIAL AGONIST
CHEMBL2109065,,CHEMBL3143,,Coagulation factor VIII inhibitor,INHIBITOR
CHEMBL2028852,,CHEMBL3157,,Bradykinin B2 receptor antagonist,ANTAGONIST
CHEMBL288441,,CHEMBL3234,,Tyrosine-protein kinase HCK inhibitor,INHIBITOR
CHEMBL17,,CHEMBL3242,,Carbonic anhydrase XII inhibitor,INHIBITOR
CHEMBL20,,CHEMBL3242,,Carbonic anhydrase XII inhibitor,INHIBITOR
CHEMBL1200814,,CHEMBL3242,,Carbonic anhydrase XII inhibitor,INHIBITOR
CHEMBL1561,,CHEMBL2608,,Lysosomal alpha-glucosidase inhibitor,INHIBITOR
CHEMBL1201733,,CHEMBL2742,,Fibroblast growth factor receptor 3 inhibitor,INHIBITOR
CHEMBL1372,,CHEMBL2755,,Glutathione reductase other,OTHER
CHEMBL513,,CHEMBL2755,,Glutathione reductase inhibitor,INHIBITOR
CHEMBL1795071,,CHEMBL2835,,Tyrosine-protein kinase JAK1 inhibitor,INHIBITOR
CHEMBL2105741,,CHEMBL2964,,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor,INHIBITOR
CHEMBL1795071,,CHEMBL2971,,Tyrosine-protein kinase JAK2 inhibitor,INHIBITOR
CHEMBL1201775,,CHEMBL3076,,Phenylalanine-4-hydroxylase activator,ACTIVATOR
CHEMBL2095222,,CHEMBL3810,,Fibronectin proteolytic enzyme,PROTEOLYTIC ENZYME
CHEMBL4594217,,CHEMBL3884,,Sodium/glucose cotransporter 2 inhibitor,INHIBITOR
CHEMBL288441,,CHEMBL3905,,Tyrosine-protein kinase Lyn inhibitor,INHIBITOR
CHEMBL6067980,,CHEMBL3295,,Pepsin A inhibitor,INHIBITOR
CHEMBL256087,,CHEMBL1075319,,Transient receptor potential cation channel subfamily M member 8 opener,OPENER
CHEMBL222813,,CHEMBL3377,,Neuraminidase inhibitor,INHIBITOR
CHEMBL1200340,,CHEMBL3377,,Neuraminidase inhibitor,INHIBITOR
CHEMBL204656,,CHEMBL3471,,Human immunodeficiency virus type 1 integrase inhibitor,INHIBITOR
CHEMBL518520,,CHEMBL3471,,Human immunodeficiency virus type 1 integrase inhibitor,INHIBITOR
CHEMBL271227,,CHEMBL3522,,Cytochrome P450 17A1 inhibitor,INHIBITOR
CHEMBL2105741,,CHEMBL3587,,Dual specificity mitogen-activated protein kinase kinase 1 inhibitor,INHIBITOR
CHEMBL2109065,,CHEMBL3618,,Coagulation factor V inhibitor,INHIBITOR
CHEMBL1201733,,CHEMBL3650,,Fibroblast growth factor receptor 1 inhibitor,INHIBITOR
CHEMBL1946170,,CHEMBL3650,,Fibroblast growth factor receptor 1 inhibitor,INHIBITOR
CHEMBL1200907,,CHEMBL3670,,3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II inhibitor,INHIBITOR
CHEMBL606,,CHEMBL3710,,Prostanoid EP3 receptor agonist,AGONIST
CHEMBL2103868,,CHEMBL3717,,Hepatocyte growth factor receptor inhibitor,INHIBITOR
CHEMBL601719,,CHEMBL3717,,Hepatocyte growth factor receptor inhibitor,INHIBITOR
CHEMBL17,,CHEMBL3729,,Carbonic anhydrase IV inhibitor,INHIBITOR
CHEMBL19,,CHEMBL3729,,Carbonic anhydrase IV inhibitor,INHIBITOR
CHEMBL220492,,CHEMBL3729,,Carbonic anhydrase IV inhibitor,INHIBITOR
CHEMBL20,,CHEMBL3729,,Carbonic anhydrase IV inhibitor,INHIBITOR
CHEMBL1200814,,CHEMBL3729,,Carbonic anhydrase IV inhibitor,INHIBITOR
CHEMBL2095212,,CHEMBL246,,Beta-3 adrenergic receptor agonist,AGONIST
CHEMBL1946170,,CHEMBL3961,,MAP kinase p38 beta inhibitor,INHIBITOR
CHEMBL2360464,,CHEMBL3972,,GAR transformylase inhibitor,INHIBITOR
CHEMBL2108184,,CHEMBL4051,,Cystic fibrosis transmembrane conductance regulator inhibitor,INHIBITOR
CHEMBL2010601,,CHEMBL4051,,Cystic fibrosis transmembrane conductance regulator positive modulator,POSITIVE MODULATOR
CHEMBL1200699,,CHEMBL4073,,Matrix metalloproteinase 7 inhibitor,INHIBITOR
CHEMBL2364574,,CHEMBL4073,,Matrix metalloproteinase 7 inhibitor,INHIBITOR
CHEMBL3989740,,CHEMBL4073,,Matrix metalloproteinase 7 inhibitor,INHIBITOR
CHEMBL1201821,,CHEMBL4142,,Fibroblast growth factor receptor 2 agonist,AGONIST
CHEMBL1946170,,CHEMBL4142,,Fibroblast growth factor receptor 2 inhibitor,INHIBITOR
CHEMBL1946170,,CHEMBL4223,,Tyrosine-protein kinase FRK inhibitor,INHIBITOR
CHEMBL601719,,CHEMBL4247,,ALK tyrosine kinase receptor inhibitor,INHIBITOR
CHEMBL1371,,CHEMBL4305,,Intermediate conductance calcium-activated potassium channel protein 4 opener,OPENER
CHEMBL1463,,CHEMBL4665,,Thymidylate synthase inhibitor,INHIBITOR
CHEMBL1795072,,CHEMBL4478,,Voltage-gated N-type calcium channel alpha-1B subunit blocker,BLOCKER
CHEMBL1200699,,CHEMBL4588,,Matrix metalloproteinase 8 inhibitor,INHIBITOR
CHEMBL2364574,,CHEMBL4588,,Matrix metalloproteinase 8 inhibitor,INHIBITOR
CHEMBL3989740,,CHEMBL4588,,Matrix metalloproteinase 8 inhibitor,INHIBITOR
CHEMBL1200699,,CHEMBL280,,Matrix metalloproteinase 13 inhibitor,INHIBITOR
CHEMBL2364574,,CHEMBL280,,Matrix metalloproteinase 13 inhibitor,INHIBITOR
CHEMBL3989740,,CHEMBL280,,Matrix metalloproteinase 13 inhibitor,INHIBITOR
CHEMBL24828,,CHEMBL4601,,Tyrosine-protein kinase BRK inhibitor,INHIBITOR
CHEMBL181,,CHEMBL4770,,"Potassium channel, inwardly rectifying, subfamily J, member 8 opener",OPENER
CHEMBL294199,,CHEMBL4794,,Vanilloid receptor opener,OPENER
CHEMBL1200699,,CHEMBL332,,Matrix metalloproteinase-1 inhibitor,INHIBITOR
CHEMBL3989740,,CHEMBL332,,Matrix metalloproteinase-1 inhibitor,INHIBITOR
CHEMBL2364574,,CHEMBL332,,Matrix metalloproteinase-1 inhibitor,INHIBITOR
CHEMBL1286,,CHEMBL4478,,Voltage-gated N-type calcium channel alpha-1B subunit blocker,BLOCKER
CHEMBL1946170,,CHEMBL5122,,Discoidin domain-containing receptor 2 inhibitor,INHIBITOR
CHEMBL2105729,,CHEMBL5145,,Serine/threonine-protein kinase B-raf inhibitor,INHIBITOR
CHEMBL1946170,,CHEMBL5145,,Serine/threonine-protein kinase B-raf inhibitor,INHIBITOR
CHEMBL1200485,,CHEMBL5145,,Serine/threonine-protein kinase B-raf inhibitor,INHIBITOR
CHEMBL1229517,,CHEMBL5145,,Serine/threonine-protein kinase B-raf inhibitor,INHIBITOR
CHEMBL535650,,CHEMBL613897,,Ferriprotoporphyrin IX inhibitor,INHIBITOR
CHEMBL1200901,,CHEMBL613897,,Ferriprotoporphyrin IX inhibitor,INHIBITOR
CHEMBL1357648,,CHEMBL613897,,Ferriprotoporphyrin IX inhibitor,INHIBITOR
CHEMBL58510,,CHEMBL613897,,Ferriprotoporphyrin IX inhibitor,INHIBITOR
CHEMBL566534,,CHEMBL613897,,Ferriprotoporphyrin IX inhibitor,INHIBITOR
CHEMBL2359966,,CHEMBL613897,,Ferriprotoporphyrin IX inhibitor,INHIBITOR
CHEMBL4297165,,CHEMBL613897,,Ferriprotoporphyrin IX binding agent,BINDING AGENT
CHEMBL38827,,CHEMBL613897,,Ferriprotoporphyrin IX inhibitor,INHIBITOR
CHEMBL1690,,CHEMBL613897,,Ferriprotoporphyrin IX inhibitor,INHIBITOR
CHEMBL1643,,CHEMBL4296320,,RNA-directed RNA polymerase inhibitor,INHIBITOR
CHEMBL1200612,,CHEMBL5451,,Sodium channel protein type X alpha subunit blocker,BLOCKER
CHEMBL2104987,,CHEMBL5844,,Glucagon-like peptide 2 receptor agonist,AGONIST
CHEMBL1201134,,CHEMBL1628478,,Chloride channel protein 2 opener,OPENER
CHEMBL1387,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1531,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1201139,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1201146,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL717,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1162,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1200848,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1200853,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL103,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL2107797,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1200934,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1389,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1533,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL260538,,CHEMBL208,,Progesterone receptor modulator,MODULATOR
CHEMBL1200807,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1200624,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1276308,,CHEMBL208,,Progesterone receptor antagonist,ANTAGONIST
CHEMBL1509,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL1479,,CHEMBL208,,Progesterone receptor agonist,AGONIST
CHEMBL473417,,CHEMBL5971,,Smoothened homolog inhibitor,INHIBITOR
CHEMBL256087,,CHEMBL6007,,Transient receptor potential cation channel subfamily A member 1 opener,OPENER
CHEMBL832,,CHEMBL6120,,Solute carrier family 22 member 12 inhibitor,INHIBITOR
CHEMBL1946170,,CHEMBL4128,,Tyrosine-protein kinase TIE-2 inhibitor,INHIBITOR
CHEMBL24828,,CHEMBL4128,,Tyrosine-protein kinase TIE-2 inhibitor,INHIBITOR
CHEMBL1742982,,CHEMBL1697671,,Placenta growth factor inhibitor,INHIBITOR
CHEMBL897,,CHEMBL1641347,,Solute carrier family 22 member 6 inhibitor,INHIBITOR
CHEMBL897,,CHEMBL1641348,,Solute carrier family 22 member 8 inhibitor,INHIBITOR
CHEMBL1214124,,CHEMBL2096670,,Glutamate receptor ionotropic AMPA antagonist,ANTAGONIST
CHEMBL220492,,CHEMBL2096670,,Glutamate receptor ionotropic AMPA antagonist,ANTAGONIST
CHEMBL957,,CHEMBL2096678,,"Endothelin receptor, ET-A/ET-B antagonist",ANTAGONIST
CHEMBL1111,,CHEMBL2096678,,"Endothelin receptor, ET-A/ET-B antagonist",ANTAGONIST
CHEMBL897,,CHEMBL2073677,,Solute carrier family 22 member 11 inhibitor,INHIBITOR
CHEMBL1201536,,CHEMBL1907589,,Neuronal acetylcholine receptor; alpha4/beta2 agonist,AGONIST
CHEMBL3,,CHEMBL1907589,,Neuronal acetylcholine receptor; alpha4/beta2 agonist,AGONIST
CHEMBL6067972,,CHEMBL1907589,,Neuronal acetylcholine receptor; alpha4/beta2 agonist,AGONIST
CHEMBL3301675,,CHEMBL1795197,,Heat-stable enterotoxin receptor agonist,AGONIST
CHEMBL675,,CHEMBL1782,,Farnesyl diphosphate synthase inhibitor,INHIBITOR
CHEMBL1654,,CHEMBL1782,,Farnesyl diphosphate synthase inhibitor,INHIBITOR
CHEMBL4303669,,CHEMBL1782,,Farnesyl diphosphate synthase inhibitor,INHIBITOR
CHEMBL3989569,,CHEMBL1782,,Farnesyl diphosphate synthase inhibitor,INHIBITOR
CHEMBL3989401,,CHEMBL1782,,Farnesyl diphosphate synthase inhibitor,INHIBITOR
CHEMBL503,,CHEMBL402,,HMG-CoA reductase inhibitor,INHIBITOR
CHEMBL1200563,,CHEMBL402,,HMG-CoA reductase inhibitor,INHIBITOR
CHEMBL1237061,,CHEMBL402,,HMG-CoA reductase inhibitor,INHIBITOR
CHEMBL2218894,,CHEMBL402,,HMG-CoA reductase inhibitor,INHIBITOR
