molecule_chembl_id,molecule_name,target_chembl_id,target_name,standard_value,standard_units,standard_type
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL303053,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL82660,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL343603,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL343603,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL15171,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL15148,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL273348,TOSUFLOXACIN,CHEMBL354,Escherichia coli,0.025,ug.mL-1,MIC
CHEMBL2367602,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL2367656,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL8,CIPROFLOXACIN,CHEMBL354,Escherichia coli,0.025,ug.mL-1,MIC
CHEMBL8,CIPROFLOXACIN,CHEMBL354,Escherichia coli,0.05,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,1.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,1.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL302400,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL311792,,CHEMBL354,Escherichia coli,3.13,ug.mL-1,MIC
CHEMBL310789,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL312026,,CHEMBL354,Escherichia coli,0.78,ug.mL-1,MIC
CHEMBL421336,,CHEMBL354,Escherichia coli,0.78,ug.mL-1,MIC
CHEMBL416273,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL416273,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL48393,,CHEMBL354,Escherichia coli,0.125,ug.mL-1,MIC
CHEMBL48393,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL137668,,CHEMBL354,Escherichia coli,128.0,ug.mL-1,MIC
CHEMBL137668,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL15021,,CHEMBL354,Escherichia coli,0.025,ug.mL-1,MIC
CHEMBL15480,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL174915,,CHEMBL354,Escherichia coli,156.25,ug.mL-1,MIC
CHEMBL9,NORFLOXACIN,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL9,NORFLOXACIN,CHEMBL354,Escherichia coli,0.025,ug.mL-1,MIC
CHEMBL415287,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL415287,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL418914,,CHEMBL354,Escherichia coli,3.13,ug.mL-1,MIC
CHEMBL81350,,CHEMBL354,Escherichia coli,3.13,ug.mL-1,MIC
CHEMBL138896,,CHEMBL354,Escherichia coli,0.5,ug.mL-1,MIC
CHEMBL138896,,CHEMBL354,Escherichia coli,0.5,ug.mL-1,MIC
CHEMBL337757,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL337757,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL428359,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL15017,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL6209,MERAFLOXACIN,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL34861,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL1757,FOSFOMYCIN,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL310991,,CHEMBL354,Escherichia coli,0.78,ug.mL-1,MIC
CHEMBL309451,,CHEMBL354,Escherichia coli,3.13,ug.mL-1,MIC
CHEMBL310083,,CHEMBL354,Escherichia coli,1.56,ug.mL-1,MIC
CHEMBL15266,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL278648,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL273347,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL2367620,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL286096,,CHEMBL354,Escherichia coli,32.0,ug.mL-1,MIC
CHEMBL174488,,CHEMBL354,Escherichia coli,1.22,ug.mL-1,MIC
CHEMBL81617,,CHEMBL354,Escherichia coli,0.78,ug.mL-1,MIC
CHEMBL81818,,CHEMBL354,Escherichia coli,6.25,ug.mL-1,MIC
CHEMBL138740,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL138740,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL278255,CLINAFLOXACIN,CHEMBL354,Escherichia coli,0.013,ug.mL-1,MIC
CHEMBL14937,,CHEMBL354,Escherichia coli,0.05,ug.mL-1,MIC
CHEMBL15197,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL285265,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL2367609,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL2367631,,CHEMBL354,Escherichia coli,128.0,ug.mL-1,MIC
CHEMBL287132,,CHEMBL354,Escherichia coli,128.0,ug.mL-1,MIC
CHEMBL6289,,CHEMBL354,Escherichia coli,0.4,ug.mL-1,MIC
CHEMBL6289,,CHEMBL354,Escherichia coli,0.4,ug.mL-1,MIC
CHEMBL265664,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL265664,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL278190,,CHEMBL354,Escherichia coli,6.25,ug.mL-1,MIC
CHEMBL312016,,CHEMBL354,Escherichia coli,3.13,ug.mL-1,MIC
CHEMBL78693,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL310887,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL139236,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL139236,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL8,CIPROFLOXACIN,CHEMBL354,Escherichia coli,0.015,ug.mL-1,MIC
CHEMBL8,CIPROFLOXACIN,CHEMBL354,Escherichia coli,0.015,ug.mL-1,MIC
CHEMBL15521,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL14979,,CHEMBL354,Escherichia coli,3.1,ug.mL-1,MIC
CHEMBL15384,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL274050,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL374478,RIFAMPIN,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL2367616,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL2367655,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL2367665,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL265911,,CHEMBL354,Escherichia coli,128.0,ug.mL-1,MIC
CHEMBL8185,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL7983,PROPYL GALLATE,CHEMBL354,Escherichia coli,1600.0,ug.mL-1,MIC
CHEMBL4,OFLOXACIN,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL4,OFLOXACIN,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL45933,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL45933,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL45892,,CHEMBL354,Escherichia coli,1.0,ug.mL-1,MIC
CHEMBL45892,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL2367643,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL9,NORFLOXACIN,CHEMBL354,Escherichia coli,0.0381,ug.mL-1,MIC
CHEMBL6231,AMIFLOXACIN,CHEMBL354,Escherichia coli,0.025,ug.mL-1,MIC
CHEMBL6231,AMIFLOXACIN,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL6209,MERAFLOXACIN,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL6209,MERAFLOXACIN,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL81034,,CHEMBL354,Escherichia coli,3.13,ug.mL-1,MIC
CHEMBL14949,,CHEMBL354,Escherichia coli,0.013,ug.mL-1,MIC
CHEMBL15472,,CHEMBL354,Escherichia coli,0.05,ug.mL-1,MIC
CHEMBL15361,,CHEMBL354,Escherichia coli,0.4,ug.mL-1,MIC
CHEMBL15350,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL36658,,CHEMBL354,Escherichia coli,32.0,ug.mL-1,MIC
CHEMBL290791,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL2367658,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL175147,,CHEMBL354,Escherichia coli,0.3,ug.mL-1,MIC
CHEMBL6256,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL6256,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL312797,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL47886,,CHEMBL354,Escherichia coli,0.125,ug.mL-1,MIC
CHEMBL47886,,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL8,CIPROFLOXACIN,CHEMBL354,Escherichia coli,0.05,ug.mL-1,MIC
CHEMBL15431,,CHEMBL354,Escherichia coli,0.4,ug.mL-1,MIC
CHEMBL35149,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL2367641,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL37399,,CHEMBL354,Escherichia coli,31.2,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.25,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.12,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.12,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.12,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.25,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.12,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.12,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.12,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.5,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.5,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.25,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.12,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.25,ug.mL-1,MIC
CHEMBL148,IMIPENEM ANHYDROUS,CHEMBL354,Escherichia coli,0.12,ug.mL-1,MIC
CHEMBL422238,,CHEMBL354,Escherichia coli,0.39,ug.mL-1,MIC
CHEMBL343114,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL343114,,CHEMBL354,Escherichia coli,0.25,ug.mL-1,MIC
CHEMBL276516,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL15247,,CHEMBL354,Escherichia coli,0.05,ug.mL-1,MIC
CHEMBL275830,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL15164,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL275358,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL35037,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL428144,,CHEMBL354,Escherichia coli,128.0,ug.mL-1,MIC
CHEMBL2367619,,CHEMBL354,Escherichia coli,128.0,ug.mL-1,MIC
CHEMBL6312,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL6312,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL82474,,CHEMBL354,Escherichia coli,0.3,ug.mL-1,MIC
CHEMBL138050,,CHEMBL354,Escherichia coli,32.0,ug.mL-1,MIC
CHEMBL138050,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL48099,,CHEMBL354,Escherichia coli,0.25,ug.mL-1,MIC
CHEMBL48099,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL15113,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL15467,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL15387,,CHEMBL354,Escherichia coli,0.4,ug.mL-1,MIC
CHEMBL2367633,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL6262,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL6262,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL8185,,CHEMBL354,Escherichia coli,6.0,ug.mL-1,MIC
CHEMBL311986,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL311916,,CHEMBL354,Escherichia coli,0.78,ug.mL-1,MIC
CHEMBL343104,,CHEMBL354,Escherichia coli,0.125,ug.mL-1,MIC
CHEMBL343104,,CHEMBL354,Escherichia coli,0.03,ug.mL-1,MIC
CHEMBL275412,,CHEMBL354,Escherichia coli,0.4,ug.mL-1,MIC
CHEMBL15129,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL15417,,CHEMBL354,Escherichia coli,0.2,ug.mL-1,MIC
CHEMBL422939,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL287698,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL279584,,CHEMBL354,Escherichia coli,128.0,ug.mL-1,MIC
CHEMBL2367642,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL2367600,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL2367629,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL6225,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL6225,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL265663,,CHEMBL354,Escherichia coli,0.4,ug.mL-1,MIC
CHEMBL265663,,CHEMBL354,Escherichia coli,0.8,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,1.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,8.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,0.06,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,64.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,0.006,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,1.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,2.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,1.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,1.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,4.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL410714,,CHEMBL354,Escherichia coli,16.0,ug.mL-1,MIC
CHEMBL312107,,CHEMBL354,Escherichia coli,0.075,ug.mL-1,MIC
CHEMBL367521,,CHEMBL354,Escherichia coli,0.1,ug.mL-1,MIC
CHEMBL312262,,CHEMBL354,Escherichia coli,50.0,ug.mL-1,MIC
